Serial #s, 
, , , , , , , , , , Functional Test Parameters , , , , , , , , , , , , , , , Gate Signal Test Parameters , 
   , Check Pos 15V,	CH2 Off Gate Voltage,	   CH1 On Gate Voltage,	CH1 Off Gate Voltage,	CH2 On Gate Voltage,   UVLO, OVLO, 	Digital +5V, CH1 Pos Vunreg,	CH1 Neg Vunreg,	CH2 Pos Vunreg,	CH2 Neg Vunreg,	Ch1 Freq,	Ch1 Duty, Ch2 Freq,	Ch2 Duty,	TempFreq,	Temp Duty,	DCL Freq,	DCL Duty,	Ch1 Gate Trig Freq,	Ch2 Gate Trig Freq, 2L Aug Switch - Ch1, Aug Switch - Ch2, DSAT - Ch1, DSAT- Ch2, Deadtime - Ch1(ns), Deadtime - Ch2(ns), Result, Reason for Failure 
ZJ2404122-001-0214,14.9,3.9,18.73,3.96,18.57,PASS,PASS,5.31,22.03,7.41,22.01,7.43,10003.75,48.71,10041.42,48.86,31458.91,57.85,31458.91,48.68,50.02201,49.97701,PASSED,PASSED,PASSED,PASSED,997.6,1336.8,PASS,
ZJ2404122-001-0215,14.88,4.05,18.86,3.78,18.94,PASS,PASS,5.31,22.03,7.41,22.02,7.43,10001.25,48.69,10041.42,48.85,31409.5,57.44,31409.5,47.78,49.96802,50.008,PASSED,PASSED,PASSED,PASSED,981.6,1342.4,PASS,
ZJ2404122-001-0216,14.88,3.97,18.73,3.95,18.77,PASS,PASS,5.33,22.03,7.41,22.01,7.43,10002.5,48.74,10041.42,48.9,31434.18,57.05,31434.18,46.01,50.04387,49.94406,PASSED,PASSED,PASSED,PASSED,1005.6,1353.6,PASS,
ZJ2404122-001-0217,14.89,4.03,18.79,3.9,18.78,PASS,PASS,5.33,22.03,7.41,22.02,7.43,10006.25,48.76,10041.42,48.9,31409.5,57.87,31409.5,49.47,50.02902,49.988,PASSED,PASSED,PASSED,PASSED,1018.4,1338.4,PASS,
ZJ2404122-001-0218,14.91,4.01,18.71,3.78,18.78,PASS,PASS,5.3,22.04,7.44,22.01,7.43,10005,48.72,10041.42,48.91,31409.5,57.83,31409.5,48.61,49.93608,49.97301,PASSED,PASSED,FAILED,FAILED,992.8,982.4,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0218,14.89,4.02,18.73,3.84,18.75,PASS,PASS,5.31,22.03,7.42,22.02,7.44,10003.75,48.72,10041.42,48.89,31397.17,57.1,31397.17,48.7,49.96802,49.95804,PASSING,PASSED,PASSED,PASSED,1016.8,1361.6,PASS,
ZJ2404122-001-0219,14.91,4.05,18.82,3.73,18.81,PASS,PASS,5.32,22.04,7.41,22.02,7.43,10006.25,48.71,10041.42,48.85,31458.91,57.88,31446.54,47.25,49.94506,49.992,PASSED,PASSED,PASSED,PASSED,1000,1343.2,PASS,
ZJ2404122-001-0220,14.89,4.02,18.72,4.01,18.75,PASS,PASS,5.29,22.04,7.42,22.01,7.41,10002.5,48.7,10041.42,48.9,31384.86,57.08,31384.86,46.25,49.9281,50.013,PASSED,PASSED,PASSED,PASSED,992.8,1005.6,PASS,
ZJ2404122-001-0221,14.92,3.96,18.82,3.88,18.65,PASS,PASS,5.31,22.02,7.41,22.01,7.45,10002.5,48.75,10041.42,48.86,31409.5,57.05,31409.5,52.1,49.96802,50.05707,PASSED,PASSED,PASSED,PASSED,986.4,1352,PASS,
ZJ2404122-001-0222,14.88,3.97,18.74,3.86,18.77,PASS,PASS,5.3,22.04,7.41,22,7.43,10003.75,48.71,10041.42,48.9,31434.18,57.09,31434.18,48.21,49.97901,50.04003,PASSED,PASSED,PASSED,PASSED,1018.4,1319.2,PASS,
ZJ2404122-001-0223,14.89,4.12,18.85,3.96,18.85,PASS,PASS,5.28,22.04,7.41,22.01,7.43,10003.75,48.73,10041.42,48.89,31458.91,57.06,31458.91,46.99,49.97601,50.04303,PASSED,PASSED,PASSED,PASSED,1004.8,1337.6,PASS,
ZJ2404122-001-0224,14.88,3.85,18.85,3.95,18.7,PASS,PASS,5.3,22.04,7.44,22,7.42,10002.5,48.75,10041.42,48.94,31372.55,57.49,31372.55,52.2,50.01933,50.02802,PASSING,PASSED,PASSED,PASSED,983.4,1357.6,PASS,
ZJ2404122-001-0225,14.89,4.03,18.77,3.96,18.88,PASS,PASS,5.29,22.02,7.41,22.01,7.42,10002.5,48.74,10041.42,48.91,31298.9,57.47,31298.9,51.49,49.97501,49.992,PASSED,PASSED,PASSED,PASSED,1016.8,1356.8,PASS,
ZJ2404122-001-0226,14.9,3.99,18.7,3.99,18.77,PASS,PASS,5.31,22.04,7.41,22.01,7.42,10003.75,48.74,10041.42,48.91,31421.84,57.42,31421.84,48.15,50.07511,49.91464,PASSED,PASSED,PASSED,PASSED,992.6,994.4,PASS,
ZJ2404122-001-0227,14.9,3.98,18.76,3.92,18.79,PASS,PASS,5.31,22.04,7.41,22.01,7.44,10002.5,48.72,10041.42,48.9,31446.54,57.08,31446.54,52.87,50.02501,49.92511,PASSED,PASSED,PASSED,PASSED,1008,997.6,PASS,
ZJ2404122-001-0228,14.9,4.02,18.77,3.79,18.71,PASS,PASS,5.3,22.03,7.43,22.01,7.42,10002.5,48.72,10041.42,48.88,31384.86,57.08,31384.86,48.49,49.98101,49.94406,PASSED,PASSED,PASSED,PASSED,1003.8,1004.8,FAIL,
ZJ2404122-001-0229,14.89,3.98,18.79,3.86,18.9,PASS,PASS,5.3,22.03,7.43,22.02,7.44,10001.25,48.72,10041.42,48.86,31286.66,57.88,31286.66,51.9,49.95205,49.96353,PASSED,PASSED,PASSED,PASSED,1025.6,977.6,PASS,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0230,14.88,3.94,18.89,3.96,18.71,PASS,PASS,5.34,22.05,7.43,22.01,7.42,10005,48.72,10041.42,48.9,31409.5,57.09,31409.5,49.78,50.002,50.03202,PASSED,PASSED,PASSED,PASSED,987.2,1351.2,PASS,
ZJ2404122-001-0231,14.9,4.04,18.89,3.92,18.94,PASS,PASS,5.3,22.03,7.41,22.01,7.42,10001.25,48.69,10041.42,48.91,31397.17,57.85,31397.17,48.19,50.014,50.05057,PASSING,PASSED,PASSED,PASSED,1000.8,999.8,PASS,
ZJ2404122-001-0232,14.89,3.97,18.84,3.91,18.83,PASS,PASS,5.3,22.03,7.42,22,7.43,10002.5,48.74,10041.42,48.89,31384.86,59.44,31384.86,51.71,49.98001,50.05606,PASSED,PASSED,FAILED,FAILED,1021,1344.8,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0232,14.9,3.99,18.9,3.95,18.85,PASS,PASS,5.3,22.04,7.42,21.98,7.44,10002.5,48.75,10041.42,48.94,31397.17,58.63,31397.17,47.68,50.01901,49.95453,PASSING,PASSED,PASSED,PASSED,1013.6,1363.2,PASS,
ZJ2404122-001-0233,14.9,4.01,18.86,3.95,18.78,PASS,PASS,5.28,22.04,7.41,22.01,7.41,10001.25,48.71,10041.42,48.88,31421.84,57.46,31421.84,48.66,50.00917,49.91913,PASSING,PASSED,PASSED,PASSED,1014.4,1355.2,PASS,
ZJ2404122-001-0234,14.88,3.96,18.81,3.86,18.92,PASS,PASS,5.29,22.03,7.43,22,7.44,10006.25,48.78,10041.42,48.88,31360.25,57.08,31360.25,46.37,49.98301,49.96802,PASSED,PASSED,PASSED,PASSED,1006.4,1383.2,PASS,
ZJ2404122-001-0235,14.89,3.93,18.82,3.92,18.7,PASS,PASS,5.33,22.07,7.44,22,7.43,10002.5,48.71,10041.42,48.88,31483.67,57.46,31471.28,46.62,50.0105,49.96802,PASSING,PASSED,PASSED,PASSED,981.6,1336.8,PASS,
ZJ2404122-001-0236,14.89,4.1,18.68,3.9,18.77,PASS,PASS,5.3,22.02,7.42,21.99,7.42,10002.5,48.71,10041.42,48.9,31372.55,50.86,31372.55,51.61,49.96303,49.994,PASSED,PASSED,PASSED,PASSED,1008,1350.4,FAIL,Failed TestTempraturePWMFreq,
ZJ2404122-001-0236,14.89,4.09,18.68,3.95,18.81,PASS,PASS,5.3,22.02,7.42,22,7.43,10002.5,48.74,10041.42,48.85,31347.96,59.4,31347.96,50.9,49.90817,49.94802,PASSED,PASSED,PASSED,PASSED,992,984.2,PASS,
ZJ2404122-001-0237,14.88,4.02,18.78,3.85,19.02,PASS,PASS,5.3,22.03,7.42,22.02,7.43,10001.25,48.69,10041.42,48.93,31384.86,57.08,31384.86,45.94,50.11326,49.987,PASSED,PASSED,PASSED,PASSED,988.8,996.8,PASS,
ZJ2404122-001-0238,14.88,4.05,18.8,3.44,18.98,PASS,PASS,5.32,22.02,7.43,22.02,7.47,10002.5,48.74,10041.42,48.9,31372.55,57.49,31372.55,50.75,49.96702,57.12755,PASSING,PASSED,FAILED,FAILED,1017.6,992.6,FAIL,Failed CheckCH1OnOffVoltage Test,Failed High Side Trigger Frequency Test , Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0238,14.89,4.1,18.92,3.7,19.02,PASS,PASS,5.32,22.02,7.41,22.03,7.44,10003.75,48.73,10041.42,48.91,31397.17,57.85,31384.86,51.51,50.06007,50.04204,PASSED,PASSED,PASSED,PASSED,1004.8,986.4,PASS,
ZJ2404122-001-0239,14.89,3.98,18.67,3.95,18.85,PASS,PASS,5.31,22.04,7.42,22.02,7.45,10002.5,48.7,10041.42,48.93,31409.5,57.09,31409.5,48.49,49.99,50.004,PASSING,PASSED,FAILED,FAILED,992,1355.2,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0239,14.9,4,18.69,3.95,18.89,PASS,PASS,5.31,22.03,7.43,22.02,7.43,10005,48.7,10041.42,48.91,31409.5,57.87,31409.5,48.49,49.97701,49.93409,PASSED,PASSED,PASSED,PASSED,988.8,1333.6,FAIL,
ZJ2404122-001-0240,14.9,4.04,18.73,3.84,18.68,PASS,PASS,5.3,22.03,7.43,21.99,7.44,10001.25,48.71,10041.42,48.9,31397.17,57.06,31397.17,51.88,49.99933,49.94306,PASSED,PASSED,PASSED,PASSED,1003.2,1359.2,PASS,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0241,14.89,4.04,18.89,4.03,19.02,PASS,PASS,5.32,22.01,7.42,22.01,7.42,10006.25,48.76,10041.42,48.9,31397.17,58.24,31384.86,47.23,49.97701,49.93475,PASSED,PASSED,PASSED,PASSED,1026.4,996,PASS,
ZJ2404122-001-0242,14.91,4.06,18.86,3.97,18.94,PASS,PASS,5.32,22.01,7.4,21.97,7.43,10005,48.76,10041.42,48.9,31384.86,57.47,31372.55,48.35,50.07311,50.00697,PASSED,PASSED,PASSED,PASSED,1026.4,980,PASS,
ZJ2404122-001-0243,14.88,3.95,18.86,3.91,18.72,PASS,PASS,5.32,22.02,7.41,22.01,7.45,10003.75,48.76,10041.42,48.9,31397.17,56.71,31397.17,52.39,50.02101,49.97553,PASSED,PASSED,PASSED,PASSED,1016,988.8,PASS,
ZJ2404122-001-0244,14.88,4.02,18.64,3.94,18.71,PASS,PASS,5.31,22.03,7.42,22,7.47,10005,48.72,10041.42,48.86,31384.86,52.77,31384.86,46.33,50.03402,50.04905,PASSED,PASSED,PASSED,PASSED,985.6,1328,PASS,
ZJ2404122-001-0245,14.9,3.95,18.81,3.96,18.65,PASS,PASS,5.3,22.03,7.42,22,7.43,10002.5,48.72,10041.42,48.85,31397.17,57.1,31397.17,49.06,50.03102,50.02401,PASSED,PASSED,PASSED,PASSED,989.6,1362.4,PASS,
ZJ2404122-001-0246,14.88,4.08,18.85,3.94,18.84,PASS,PASS,5.33,22.02,7.44,21.98,7.47,10001.25,48.72,10041.42,48.86,31311.15,57.06,31311.15,48.57,50.04471,50.00949,PASSED,PASSED,PASSED,PASSED,1008,972.8,PASS,
ZJ2404122-001-0247,14.89,4.11,18.89,3.98,18.71,PASS,PASS,5.3,22.03,7.41,22,7.44,10005,48.76,10041.42,48.86,31409.5,56.3,31409.5,48.1,50.08213,50.02601,PASSED,PASSED,FAILED,FAILED,1025.4,989.6,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0247,14.9,4.08,18.99,4,18.72,PASS,PASS,5.3,22.03,7.42,21.99,7.44,10003.75,48.74,10041.42,48.88,31421.84,57.46,31421.84,46.94,50.00502,49.998,PASSED,PASSED,PASSED,PASSED,1011.2,1003.2,PASS,
ZJ2404122-001-0248,14.88,4.04,18.79,3.91,18.8,PASS,PASS,5.34,22.03,7.41,22.01,7.42,10005,48.76,10041.42,48.9,31384.86,57.08,31384.86,49.47,50.02902,50.02598,PASSED,PASSED,PASSED,PASSED,993.4,1350.4,PASS,
ZJ2404122-001-0249,14.89,4.01,18.77,3.93,18.84,PASS,PASS,5.38,22.03,7.43,22.02,7.45,10005,48.76,10041.42,48.91,31458.91,57.53,31458.91,48.76,50.01901,49.95504,PASSED,PASSED,FAILED,FAILED,1002.6,1320,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0249,14.89,4.03,18.83,3.89,18.85,PASS,PASS,5.38,22.03,7.46,22,7.44,10002.5,48.74,10041.42,48.91,31446.54,57.47,31446.54,41.55,49.94406,50.0105,PASSED,PASSED,PASSED,PASSED,985.6,1356,FAIL,Failed TestDCLinkPWMFreq,
ZJ2404122-001-0249,14.89,4.03,18.84,4.1,18.91,PASS,PASS,5.38,22.03,7.45,22,7.44,10005,48.74,10041.42,48.89,31434.18,57.84,31434.18,49.86,50.03102,50.03002,PASSED,PASSED,PASSED,PASSED,984.6,1352.8,PASS,
ZJ2404122-001-0250,14.91,3.98,18.65,3.8,18.75,PASS,PASS,5.3,22.02,7.43,22.01,7.48,10002.5,48.72,10041.42,48.88,31458.91,57.1,31458.91,52.22,49.988,50.01004,PASSED,PASSED,PASSED,PASSED,990.4,1342.4,PASS,
ZJ2404122-001-0251,14.88,4.04,18.73,3.83,18.72,PASS,PASS,5.31,22.03,7.42,22,7.43,10002.5,48.71,10041.42,48.88,31421.84,57.46,31421.84,45.72,50.01,49.97202,PASSING,PASSED,PASSED,PASSED,1012,1344.8,PASS,
ZJ2404122-001-0252,14.89,4.01,18.83,3.79,18.76,PASS,PASS,5.29,22.02,7.44,22,7.43,10003.75,48.74,10041.42,48.89,31286.66,57.84,31286.66,47.13,49.96303,50.02301,PASSED,PASSED,PASSED,PASSED,1010.4,1368,PASS,
ZJ2404122-001-0253,14.9,4.01,18.85,4.02,18.85,PASS,PASS,5.37,22.03,7.42,22.01,7.46,10005,48.75,10041.42,48.9,31409.5,57.83,31409.5,48.17,50.04037,49.97801,PASSED,PASSED,PASSED,PASSED,1004.8,998.4,PASS,
ZJ2404122-001-0254,14.88,4.02,18.84,4.02,18.83,PASS,PASS,5.29,22.02,7.41,22,7.43,10002.5,48.72,10041.42,48.91,31384.86,57.12,31397.17,48.59,50.06208,50.05306,PASSING,PASSED,FAILED,FAILED,1010.2,1355.2,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0254,14.88,4.02,18.85,4.02,18.82,PASS,PASS,5.29,22.02,7.45,22.01,7.43,10002.5,48.72,10041.42,48.91,31384.86,57.51,31384.86,51.55,49.93608,49.95005,PASSING,PASSED,PASSED,PASSED,1008,1345.6,PASS,
ZJ2404122-001-0253,14.89,4.04,18.84,3.76,18.84,PASS,PASS,5.38,22.03,7.42,22,7.43,10003.75,48.76,10041.42,48.9,31409.5,57.83,31409.5,47.78,50.03202,49.99851,PASSED,PASSED,PASSED,PASSED,1003.2,989.6,PASS,
ZJ2404122-001-0255,14.88,4.07,18.74,3.87,18.76,PASS,PASS,5.31,22.03,7.44,22.01,7.43,10005,48.75,10041.42,48.86,31347.96,57.45,31335.68,47.2,49.96303,49.991,PASSED,PASSED,PASSED,PASSED,989.8,1372.8,PASS,
ZJ2404122-001-0256,14.89,4.03,18.88,3.9,18.79,PASS,PASS,5.3,22.03,7.41,22,7.43,10003.75,48.73,10041.42,48.88,31421.84,57.11,31421.84,48,49.96303,49.97301,PASSED,PASSED,PASSED,PASSED,991.2,1349.6,PASS,
ZJ2404122-001-0257,14.89,4.09,18.82,3.9,18.99,PASS,PASS,5.32,22.05,7.41,22,7.47,10003.75,48.74,10041.42,48.86,31397.17,8.2,31409.5,47.94,49.95404,50.003,PASSED,PASSED,PASSED,PASSED,1008.8,970.6,FAIL,Failed TestTempraturePWMFreq,
ZJ2404122-001-0257,14.88,4.09,18.86,3.88,19.01,PASS,PASS,5.32,22.04,7.43,22.01,7.43,10003.75,48.72,10041.42,48.93,31409.5,57.48,31409.5,51.63,49.90717,50,PASSED,PASSED,FAILED,FAILED,1015.8,971.2,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0257,14.89,4.11,18.77,3.95,18.96,PASS,PASS,5.31,22.04,7.42,22,7.45,10005,48.72,10041.42,48.91,31409.5,58.26,31409.5,47.31,49.996,50.04704,PASSED,PASSED,PASSED,PASSED,1021.6,988.8,PASS,
ZJ2404122-001-0258,14.91,4.12,18.8,3.99,18.85,PASS,PASS,5.33,22.03,7.43,22,7.43,10003.75,48.73,10041.42,48.91,31397.17,57.85,31397.17,44.58,49.91912,50.02498,PASSED,PASSED,FAILED,FAILED,994.4,1009.6,FAIL,Failed TestDCLinkPWMFreq,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0258,14.9,4.15,18.84,3.95,18.89,PASS,PASS,5.35,22.02,7.42,22.02,7.43,10006.25,48.77,10041.42,48.9,31397.17,57.1,31397.17,48.59,50.04904,49.999,PASSED,PASSED,FAILED,FAILED,1005.4,1360,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0258,14.88,4.16,18.8,4.06,18.91,PASS,PASS,5.35,22.03,7.42,22.02,7.44,10001.25,48.73,10041.42,48.89,31372.55,57.45,31372.55,48.12,49.97501,49.988,PASSED,PASSED,PASSED,PASSED,1035.2,1331.2,PASS,
ZJ2404122-001-0260,14.9,4.03,18.82,3.39,18.63,PASS,PASS,5.28,22.03,7.42,22,7.43,10005,48.74,10041.42,48.88,31372.55,58.63,31360.25,47.31,50.07394,49.93608,PASSED,PASSED,PASSED,PASSED,1015,1361.6,FAIL,Failed CheckCH1OnOffVoltage Test,
ZJ2404122-001-0260,14.88,4.04,18.87,3.4,18.7,PASS,PASS,5.28,22.02,7.43,21.99,7.45,10002.5,48.72,10041.42,48.85,31360.25,58.25,31360.25,52.37,49.97202,50.0165,PASSED,PASSED,FAILED,FAILED,1012,1358.4,FAIL,Failed CheckCH1OnOffVoltage Test,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0260,14.9,4.08,18.91,3.75,18.7,PASS,PASS,5.29,22.02,7.42,22,7.47,10005,48.77,10041.42,48.88,31360.25,57.86,31360.25,48.18,50.0195,49.91315,PASSED,PASSED,PASSED,PASSED,1033.6,1359.2,PASS,
ZJ2404122-001-0261,14.9,4.08,18.81,3.93,18.92,PASS,PASS,5.32,22.02,7.42,21.99,7.43,10006.25,48.77,10041.42,48.9,31372.55,56.27,31372.55,44.86,50.005,49.97051,PASSING,PASSED,FAILED,FAILED,1024,1370.4,FAIL,Failed TestDCLinkPWMFreq,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0261,14.89,4.15,18.87,3.95,18.93,PASS,PASS,5.31,22.02,7.43,22,7.43,10006.25,48.77,10041.42,48.88,31347.96,57.05,31347.96,47.96,49.99,50.003,PASSED,PASSED,FAILED,FAILED,997.8,1359.2,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
