Serial #s, 
, , , , , , , , , , Functional Test Parameters , , , , , , , , , , , , , , , Gate Signal Test Parameters , 
   , Check Pos 15V,	CH2 Off Gate Voltage,	   CH1 On Gate Voltage,	CH1 Off Gate Voltage,	CH2 On Gate Voltage,   UVLO, OVLO, 	Digital +5V, CH1 Pos Vunreg,	CH1 Neg Vunreg,	CH2 Pos Vunreg,	CH2 Neg Vunreg,	Ch1 Freq,	Ch1 Duty, Ch2 Freq,	Ch2 Duty,	TempFreq,	Temp Duty,	DCL Freq,	DCL Duty,	Ch1 Gate Trig Freq,	Ch2 Gate Trig Freq, 2L Aug Switch - Ch1, Aug Switch - Ch2, DSAT - Ch1, DSAT- Ch2, Deadtime - Ch1(ns), Deadtime - Ch2(ns), Result, Reason for Failure 
ZJ2404122-001-0143,14.88,4,18.71,3.9,18.81,PASS,PASS,5.33,22.04,7.44,22.02,7.44,10006.25,48.72,10041.42,48.93,31409.5,57.05,31409.5,55.2,49.97401,50.01,PASSED,PASSED,PASSED,PASSED,1031.2,997.6,FAIL,Failed TestDCLinkPWMFreq,
ZJ2404122-001-0143,14.9,4,18.72,3.98,18.85,PASS,PASS,5.3,22.04,7.41,22.02,7.48,10003.75,48.73,10041.42,48.86,31397.17,57.06,31397.17,48.39,50.004,50.00297,PASSED,PASSED,PASSED,PASSED,1005.6,988.6,PASS,
ZJ2404122-001-0144,14.89,3.96,18.85,3.99,18.71,PASS,PASS,5.29,22.04,7.42,21.99,7.43,10001.25,48.73,10041.42,48.85,31409.5,57.09,31409.5,52.49,49.992,49.97401,PASSED,PASSED,PASSED,PASSED,997.6,1017.6,PASS,
ZJ2404122-001-0145,14.89,4.1,18.9,3.91,18.76,PASS,PASS,5.31,22.03,7.4,22.01,7.48,10003.75,48.76,10041.42,48.89,31409.5,55.87,31409.5,47.11,50.03302,49.98301,PASSING,PASSED,PASSED,PASSED,1011.2,1332.8,PASS,
ZJ2404122-001-0146,14.89,3.9,18.74,3.85,18.86,PASS,PASS,5.31,22.03,7.44,22.02,7.44,10002.5,48.75,10041.42,48.88,31458.91,57.1,31458.91,48.01,50,49.97301,PASSED,PASSED,PASSED,PASSED,1011.2,971.2,PASS,
ZJ2404122-001-0147,14.88,3.96,18.75,3.68,18.7,PASS,PASS,5.32,22.03,7.42,22.01,7.43,10002.5,48.71,10041.42,48.86,31434.18,57.45,31434.18,55.6,49.99418,49.992,PASSED,PASSED,PASSED,PASSED,1000.2,966.4,FAIL,Failed TestDCLinkPWMFreq,
ZJ2404122-001-0147,14.9,3.97,18.74,3.93,18.76,PASS,PASS,5.32,22.03,7.41,22,7.47,10005,48.77,10041.42,48.89,31421.84,57.07,31421.84,49.25,50.05406,50.07812,PASSED,PASSED,PASSED,PASSED,1000.8,999.2,PASS,
ZJ2404122-001-0148,14.89,3.98,18.81,3.89,18.72,PASS,PASS,5.31,22.04,7.43,22,7.44,10002.5,48.74,10041.42,48.9,31347.96,55.92,31347.96,48.2,49.96502,49.99,PASSED,PASSED,PASSED,PASSED,1008.8,1000,PASS,
ZJ2404122-001-0149,14.89,4,18.76,3.94,18.81,PASS,PASS,5.32,22.04,7.41,22.01,7.48,10003.75,48.71,10041.42,48.9,31421.84,56.64,31421.84,48.66,50.02133,49.98101,PASSED,PASSED,PASSED,PASSED,1006.2,1005.6,PASS,
ZJ2404122-001-0150,14.9,4.01,18.73,3.95,18.76,PASS,PASS,5.28,22.04,7.44,22.01,7.48,10002.5,48.76,10041.42,48.9,31446.54,57.82,31458.91,45.38,50.09317,49.99,PASSED,PASSED,PASSED,PASSED,1031.2,996.8,PASS,
ZJ2404122-001-0151,14.89,3.98,18.75,3.8,18.77,PASS,PASS,5.29,22.04,7.42,22,7.43,10005,48.76,10041.42,48.93,31347.96,57.09,31347.96,51.21,49.996,49.95936,PASSED,PASSED,PASSED,PASSED,965.6,1008.8,PASS,
ZJ2404122-001-0152,14.89,3.93,18.72,3.86,18.46,PASS,PASS,5.31,22.02,7.41,21.99,7.44,10007.51,48.71,10041.42,48.86,31397.17,57.93,31397.17,52.63,49.95704,50.02001,PASSED,PASSED,PASSED,PASSED,1006.4,1317.6,PASS,
ZJ2404122-001-0153,14.89,4,18.57,3.97,18.72,PASS,PASS,5.3,22.03,7.41,22.03,7.47,10003.75,48.68,10041.42,48.88,31458.91,57.1,31458.91,45.77,50.04204,50.04003,PASSING,PASSED,PASSED,PASSED,1009.4,974.4,PASS,
ZJ2404122-001-0154,14.88,3.96,18.76,3.96,18.9,PASS,PASS,5.29,22.04,7.42,22.01,7.43,10005,48.7,10041.42,48.88,31360.25,16.42,31360.25,47.79,49.9945,50.01901,PASSED,PASSED,PASSED,PASSED,1017.6,992,FAIL,Failed TestTempraturePWMFreq,
ZJ2404122-001-0154,14.89,3.97,18.83,4,18.89,PASS,PASS,5.3,22.04,7.42,22.01,7.43,10002.5,48.7,10041.42,48.91,31360.25,57.86,31360.25,52.21,49.9311,49.96802,PASSING,PASSED,PASSED,PASSED,1009.6,994.4,FAIL,
ZJ2404122-001-0155,14.89,4.05,18.88,3.9,18.72,PASS,PASS,5.3,22.05,7.41,22.01,7.43,10001.25,48.74,10041.42,48.89,31409.5,57.09,31409.5,48.68,50.08916,49.992,PASSING,PASSED,PASSED,PASSED,978.4,996.2,PASS,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0156,14.88,4.01,18.79,3.83,18.6,PASS,PASS,5.32,22.04,7.42,22.01,7.44,10005,48.76,10041.42,48.86,31458.91,57.06,31458.91,49.15,49.994,49.986,PASSED,PASSED,PASSED,PASSED,986.4,995,PASS,
ZJ2404122-001-0157,14.9,4.1,18.76,3.8,18.68,PASS,PASS,5.28,22.04,7.41,22.01,7.43,10003.75,48.73,10041.42,48.86,31384.86,57.43,31372.55,45.53,49.9436,49.995,PASSED,PASSED,PASSED,PASSED,987.2,985.6,PASS,
ZJ2404122-001-0158,14.88,4,18.84,3.94,18.73,PASS,PASS,5.31,22.03,7.41,22,7.42,10000,48.69,10041.42,48.89,31421.84,57.07,31421.84,51.3,49.97301,49.94706,PASSED,PASSED,PASSED,PASSED,1003.2,1338.4,PASS,
ZJ2404122-001-0159,14.89,3.96,18.84,3.89,18.8,PASS,PASS,5.29,22.03,7.44,21.99,7.44,10006.25,48.69,10041.42,48.89,31372.55,57.41,31372.55,49.14,50.05205,50.04905,PASSED,PASSED,PASSED,PASSED,1013.6,996,PASS,
ZJ2404122-001-0160,14.89,4.01,18.64,3.87,18.73,PASS,PASS,5.32,22.04,7.42,22.01,7.43,10002.5,48.69,10041.42,48.86,31446.54,57.08,31446.54,49.84,50.05606,49.98683,PASSED,PASSED,PASSED,PASSED,984.2,1014.4,PASS,
ZJ2404122-001-0161,14.89,4,18.67,3.96,18.66,PASS,PASS,5.27,22.04,7.41,22.01,7.44,10002.5,48.74,10041.42,48.88,31434.18,57.09,31434.18,47.7,49.98301,49.94753,PASSED,PASSED,PASSED,PASSED,1012.8,972,FAIL,
ZJ2404122-001-0162,14.88,3.96,18.67,3.92,18.75,PASS,PASS,5.29,22.03,7.41,22.02,7.43,10002.5,48.74,10041.42,48.88,31384.86,56.3,31397.17,52.47,50.02251,50.005,PASSING,PASSED,PASSED,PASSED,1000.8,1353.6,PASS,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0163,14.9,3.99,18.84,3.81,18.79,PASS,PASS,5.28,22.04,7.44,22.01,7.43,10006.25,48.77,10041.42,48.9,31409.5,58.26,31409.5,48.8,50.04103,49.96403,PASSED,PASSED,PASSED,PASSED,1022.4,1000.8,FAIL,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0163,14.89,4.02,18.85,3.76,18.84,PASS,PASS,5.29,22.04,7.42,22,7.44,10003.75,48.77,10041.42,48.88,31397.17,57.46,31397.17,45.17,49.97202,50.004,PASSED,PASSED,PASSED,PASSED,1009.6,995.2,FAIL,
ZJ2404122-001-0164,14.89,4.1,18.73,3.93,18.86,PASS,PASS,5.28,22.03,7.42,22,7.48,10003.75,48.71,10041.42,48.88,31360.25,57.47,31360.25,49.86,50.003,49.95704,PASSED,PASSED,PASSED,PASSED,1000,982.4,PASS,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0165,14.89,4.11,18.67,3.97,18.68,PASS,PASS,5.29,22.05,7.44,22.01,7.43,10000,48.68,10041.42,48.84,31496.06,56.3,31496.06,48.27,50.0691,49.95105,PASSED,PASSED,PASSED,PASSED,1009.4,984.8,PASS,
ZJ2404122-001-0166,14.88,4.04,18.68,3.89,18.8,PASS,PASS,5.28,22.04,7.44,22.01,7.44,10001.25,48.71,10041.42,48.88,31409.5,57.09,31409.5,51.79,49.97701,50.02401,PASSED,PASSED,PASSED,PASSED,1010.4,1002.6,PASS,
ZJ2404122-001-0167,14.89,4.02,18.8,3.9,18.83,PASS,PASS,5.3,22.03,7.42,22,7.43,10005,48.75,10041.42,48.91,31409.5,57.05,31409.5,47.98,49.985,49.97401,PASSED,PASSED,PASSED,PASSED,1009,1332.8,PASS,
ZJ2404122-001-0168,14.91,3.95,18.71,3.85,18.82,PASS,PASS,5.32,22.03,7.42,22,7.42,10003.75,48.76,10041.42,48.86,31434.18,57.49,31434.18,48.29,49.93309,50.04604,PASSED,PASSED,PASSED,PASSED,1017.4,996.8,PASS,
ZJ2404122-001-0169,14.88,3.92,18.8,3.88,18.71,PASS,PASS,5.31,22.03,7.45,22.01,7.43,10007.51,48.76,10041.42,48.86,31458.91,57.06,31458.91,48.76,49.95005,50.01601,PASSING,PASSED,PASSED,PASSED,1008.8,969.6,PASS,
ZJ2404122-001-0170,14.89,4.06,18.79,3.67,18.69,PASS,FAIL,5.31,22.03,7.42,22.02,7.42,10005,48.74,10041.42,48.88,31434.18,57.09,31434.18,46.44,50.02134,49.98301,PASSED,PASSED,PASSED,PASSED,1026.4,970.4,FAIL,Failed OVLO Test,
ZJ2404122-001-0170,14.89,4.15,18.83,4.08,19.16,PASS,PASS,5.3,22.04,7.42,22.03,7.43,10001.25,48.71,10041.42,48.9,31434.18,57.09,31421.84,48.98,50.05004,50.06609,PASSED,PASSED,PASSED,PASSED,1026.4,1347.2,PASS,
ZJ2404122-001-0171,14.92,4.17,18.84,3.8,18.85,PASS,PASS,5.29,22.04,7.41,22.02,7.43,10003.75,48.72,10041.42,48.86,31409.5,57.09,31409.5,52.1,50.06508,49.981,PASSED,PASSED,PASSED,PASSED,1029.6,997.6,PASS,
ZJ2404122-001-0172,14.88,4.03,18.65,3.98,18.69,PASS,PASS,5.34,22.04,7.42,22.01,7.42,10000,48.69,10041.42,48.86,31471.28,57.04,31471.28,51.89,50.03803,49.98452,PASSED,PASSED,PASSED,PASSED,985.6,984.8,PASS,
ZJ2404122-001-0173,14.89,4.06,18.86,4.01,18.93,PASS,PASS,5.3,22.06,7.42,22,7.43,10002.5,48.71,10041.42,48.91,31483.67,57.06,31483.67,48.09,49.96602,50.04655,PASSED,PASSED,PASSED,PASSED,983.2,976.8,PASS,
ZJ2404122-001-0174,14.88,4.06,18.85,4.04,19.09,PASS,PASS,5.28,22.04,7.41,22.01,7.46,10005,48.71,10041.42,48.91,31471.28,57.08,31471.28,47.92,50.01104,49.93906,PASSED,PASSED,PASSED,PASSED,1012,1346.4,PASS,
ZJ2404122-001-0175,14.89,4.03,18.64,3.92,18.64,PASS,PASS,5.32,22.04,7.42,22,7.45,10003.75,48.71,10041.42,48.83,31384.86,57.08,31384.86,45.86,49.998,50.07311,PASSED,PASSED,PASSED,PASSED,1015.2,996.8,PASS,
ZJ2404122-001-0176,14.88,3.96,18.66,3.85,18.66,PASS,PASS,5.29,22.05,7.43,22.02,7.43,10006.25,48.77,10041.42,48.85,31372.55,56.71,31372.55,51.29,49.99882,49.96702,PASSED,PASSED,PASSED,PASSED,991.2,999.2,PASS,
ZJ2404122-001-0177,14.88,4.01,18.64,3.65,18.81,PASS,PASS,5.32,22.04,7.41,22.01,7.43,10003.75,48.71,10041.42,48.91,31360.25,55.9,31360.25,47.98,50.02802,49.93409,PASSED,PASSED,PASSED,PASSED,1000.8,1344.8,PASS,
ZJ2404122-001-0178,14.89,4.04,18.58,3.99,18.83,PASS,PASS,5.3,22.02,7.41,22,7.42,10003.75,48.69,10041.42,48.89,31434.18,62.16,31434.18,48.49,50.007,50.07008,PASSING,PASSED,FAILED,FAILED,1025,1355.2,FAIL,Failed TestTempraturePWMFreq,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0178,14.9,4.05,18.62,4,18.82,PASS,PASS,5.3,22.02,7.41,21.99,7.47,10007.51,48.7,10041.42,48.88,31397.17,57.06,31397.17,44.78,50.03135,49.96602,PASSED,PASSED,PASSED,PASSED,1000,1327.2,FAIL,Failed TestDCLinkPWMFreq,
ZJ2404122-001-0178,14.91,4.06,18.68,3.87,18.86,PASS,PASS,5.31,22.03,7.41,21.99,7.43,10002.5,48.71,10041.42,48.86,31384.86,56.65,31384.86,51.2,49.96902,49.96036,PASSED,PASSED,PASSED,PASSED,1011.8,1331.2,PASS,
ZJ2404122-001-0179,14.88,3.98,18.66,3.94,18.62,PASS,PASS,5.29,22.03,7.42,22,7.44,10003.75,48.69,10041.42,48.91,31360.25,58.25,31347.96,48.08,50.08615,49.93209,PASSED,PASSED,PASSED,PASSED,1012,1348,PASS,
ZJ2404122-001-0180,14.9,4.01,18.71,3.62,18.8,PASS,PASS,5.28,22.03,7.42,22.02,7.43,10003.75,48.74,10041.42,48.91,31434.18,56.7,31434.18,48.37,50.002,50.01801,PASSING,PASSED,PASSED,PASSED,999,1008.8,PASS,
ZJ2404122-001-0181,14.89,4.09,18.69,3.87,18.74,PASS,PASS,5.32,22.05,7.42,22.01,7.43,10005,48.69,10041.42,48.86,31446.54,57.11,31446.54,49.1,49.95404,49.989,PASSING,PASSED,PASSED,PASSED,1020,1351.2,PASS,
ZJ2404122-001-0182,14.89,3.91,18.68,3.9,18.81,PASS,PASS,5.31,22.04,7.42,22.01,7.47,10003.75,48.74,10041.42,48.89,31446.54,3.54,31446.54,47.88,49.98401,49.96303,PASSED,PASSED,PASSED,PASSED,1010.4,1336.8,FAIL,Failed TestTempraturePWMFreq,
ZJ2404122-001-0182,14.89,3.91,18.66,3.9,18.81,PASS,PASS,5.3,22.04,7.42,22.01,7.46,10003.75,48.69,10041.42,48.89,31446.54,56.68,31446.54,48.19,49.9311,50.014,PASSING,PASSED,PASSED,PASSED,1012,1320.8,PASS,
ZJ2404122-001-0183,14.89,3.91,18.71,3.9,18.73,PASS,FAIL,5.31,22.04,7.41,22.02,7.43,10006.25,48.69,10041.42,48.88,31397.17,56.32,31397.17,51.33,49.986,50.015,PASSED,PASSED,PASSED,PASSED,991.8,1365.6,FAIL,Failed OVLO Test,
ZJ2404122-001-0183,14.89,3.92,18.72,3.91,18.74,PASS,PASS,5.31,22.04,7.42,22.01,7.43,10003.75,48.74,10041.42,48.86,31372.55,55.88,31372.55,45.06,49.95604,50.02049,PASSED,PASSED,PASSED,PASSED,1011.2,972,PASS,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0184,14.89,3.92,18.63,3.88,18.57,PASS,PASS,5.31,22.05,7.42,22.01,7.44,10000,48.69,10041.42,48.88,31496.06,57.09,31496.06,50.04,49.95105,49.997,PASSED,PASSED,PASSED,PASSED,980.8,1358.4,PASS,
ZJ2404122-001-0185,14.91,3.94,18.81,3.88,18.76,PASS,PASS,5.34,22.04,7.44,22,7.44,10002.5,48.72,10041.42,48.89,31446.54,57.08,31446.54,55.5,49.94606,49.98101,PASSED,PASSED,PASSED,PASSED,988,989.6,FAIL,Failed TestDCLinkPWMFreq,
ZJ2404122-001-0185,14.9,3.95,18.88,3.53,18.81,PASS,PASS,5.32,22.04,7.45,22,7.44,10005,48.75,10041.42,48.86,31421.84,57.46,31421.84,49.57,49.97301,50.02802,PASSED,PASSED,PASSED,PASSED,1024,991.8,FAIL,Failed CheckCH1OnOffVoltage Test,
ZJ2404122-001-0185,14.89,3.96,18.88,3.96,18.73,PASS,PASS,5.32,22.05,7.42,22,7.44,10003.75,48.73,10041.42,48.9,31409.5,57.48,31409.5,49.78,50.10221,50.01702,PASSED,PASSED,PASSED,PASSED,1012,976.8,PASS,
ZJ2404122-001-0186,14.88,4.04,18.84,3.81,18.8,PASS,PASS,5.28,22.04,7.41,22.01,7.46,10002.5,48.71,10041.42,48.94,31397.17,56.71,31397.17,44.11,50.012,50.03206,PASSING,PASSED,PASSED,PASSED,985,1002.4,FAIL,Failed TestDCLinkPWMFreq,
ZJ2404122-001-0186,14.88,4.06,18.87,3.87,18.83,PASS,PASS,5.28,22.04,7.42,22.01,7.44,10003.75,48.73,10041.42,48.9,31360.25,59.39,31360.25,49.43,50.04905,50.06208,PASSING,PASSED,PASSED,PASSED,1020.8,1346.4,PASS,
ZJ2404122-001-0187,14.88,4.09,18.72,3.91,18.76,PASS,PASS,5.3,22.03,7.43,22.01,7.44,10003.75,48.74,10041.42,48.88,31372.55,57.02,31384.86,51.51,49.98101,50.01452,PASSED,PASSED,PASSED,PASSED,1021.6,1333.6,FAIL,
ZJ2404122-001-0188,14.88,4.03,18.72,3.9,18.96,PASS,PASS,5.3,22.03,7.41,22.02,7.43,10005,48.72,10041.42,48.91,31434.18,57.09,31434.18,48.88,49.985,50.02201,PASSED,PASSED,PASSED,PASSED,1032.8,988,PASS,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0188,14.88,4.03,18.77,3.84,18.98,PASS,PASS,5.29,22.04,7.41,22.02,7.44,10002.5,48.71,10041.42,48.89,31421.84,57.5,31409.5,48.49,49.93608,50.07262,PASSING,PASSED,PASSED,PASSED,987,1340,PASS,
ZJ2404122-001-0189,14.89,4.02,18.72,3.68,18.81,PASS,PASS,5.3,22.04,7.42,22.01,7.47,10003.75,48.73,10041.42,48.88,31434.18,57.84,31434.18,46.72,49.95472,50.02201,PASSING,PASSED,PASSED,PASSED,1003,999.2,FAIL,
ZJ2404122-001-0190,14.88,3.99,18.68,3.57,18.75,PASS,PASS,5.29,22.04,7.42,22.03,7.47,10003.75,48.71,10041.42,48.86,31360.25,56.33,31360.25,51.82,50.05005,49.97501,PASSED,PASSED,PASSED,PASSED,997.4,1002.4,FAIL,Failed GenerateHiSideDSATFault Test,Failed CheckCH1OnOffVoltage Test,
ZJ2404122-001-0190,14.88,4,18.73,3.8,18.73,PASS,PASS,5.29,22.04,7.41,22.03,7.43,10005,48.69,10041.42,48.89,31347.96,57.09,31347.96,48.59,49.99,50.0215,PASSED,PASSED,PASSED,PASSED,993.6,1348,PASS,
ZJ2404122-001-0191,14.88,3.94,18.8,4.08,18.62,PASS,PASS,5.32,22.02,7.43,22.01,7.46,10003.75,48.72,10041.42,48.91,31434.18,57.05,31434.18,52.18,50.06208,49.93508,PASSED,PASSED,PASSED,PASSED,975.4,1343.2,PASS,
ZJ2404122-001-0192,14.91,3.98,18.56,4.01,18.72,PASS,PASS,5.3,22.04,7.42,22.02,7.43,10001.25,48.73,10041.42,48.91,31384.86,57.04,31397.17,49.69,49.97301,50.002,PASSED,PASSED,PASSED,PASSED,1003.2,1348,PASS,
ZJ2404122-001-0193,14.89,3.93,18.74,3.95,18.83,PASS,PASS,5.29,22.04,7.41,22.02,7.43,10006.25,48.72,10041.42,48.86,31311.15,57.06,31311.15,47.32,49.992,49.97301,PASSING,PASSED,PASSED,PASSED,1002.4,1361.6,PASS,
ZJ2404122-001-0194,14.89,4.12,18.77,4,18.88,PASS,PASS,5.32,22.04,7.44,22.03,7.43,10000,48.69,10041.42,48.89,31421.84,59.03,31421.84,52.08,49.994,50.01597,PASSED,PASSED,PASSED,PASSED,1007.2,1358.4,PASS,
ZJ2404122-001-0195,14.91,4.01,18.71,3.91,18.62,PASS,PASS,5.28,22.04,7.44,22.01,7.43,10002.5,48.7,10041.42,48.9,31446.54,57.08,31446.54,51.3,49.95504,50.11276,PASSED,PASSED,PASSED,PASSED,1002.2,1362.4,PASS,
ZJ2404122-001-0196,14.91,4.13,18.76,3.7,18.91,PASS,PASS,5.27,22.05,7.42,22.02,7.43,10003.75,48.71,10041.42,48.88,31409.5,57.87,31409.5,48.76,49.91913,49.986,PASSED,PASSED,PASSED,PASSED,1008,980.8,PASS,
ZJ2404122-001-0119,14.88,4,18.69,3.92,18.77,PASS,PASS,4.65,22.04,7.42,22.01,7.45,10002.5,48.69,10041.42,48.84,31347.96,57.09,31347.96,48.79,49.93708,49.98101,PASSING,PASSED,PASSED,PASSED,1015.2,1332.8,FAIL,Failed Test Output Voltage 5V,
ZJ2404122-001-0119,14.9,4.08,18.78,3.94,18.83,PASS,PASS,1.11,22.04,7.44,22.01,7.44,10002.5,48.72,10041.42,48.88,31335.68,57.07,31323.41,48.63,50.0701,49.97501,PASSING,PASSED,PASSED,PASSED,1016,1333.6,FAIL,Failed Test Output Voltage 5V,
ZJ2404122-001-0119,14.89,4.05,18.7,3.94,18.82,PASS,PASS,5.29,22.04,7.41,22.02,7.45,10003.75,48.74,10041.42,48.89,31335.68,56.68,31335.68,51.31,49.91215,50.02601,PASSED,PASSED,PASSED,PASSED,1016.8,1000.8,PASS,
ZJ2404122-001-0044,14.9,3.95,18.67,3.85,18.69,PASS,PASS,0.89,22.04,7.42,22.01,7.43,10000,48.69,10041.42,48.91,31496.06,57.09,31496.06,46.42,50.04604,49.95156,PASSING,PASSED,PASSED,PASSED,991.2,969.6,FAIL,Failed Test Output Voltage 5V,
ZJ2404122-001-0044,14.9,3.96,18.68,3.69,18.77,PASS,PASS,5.29,22.04,7.44,22,7.45,10005,48.71,10041.42,48.89,31458.91,57.45,31458.91,49.08,49.96702,49.989,PASSING,PASSED,PASSED,PASSED,992,969.6,PASS,
ZJ2404122-001-0086,14.89,3.93,18.79,3.91,18.72,PASS,PASS,5.31,22.02,7.41,22.01,7.43,10002.5,48.72,10041.42,48.9,31409.5,57.05,31397.17,48.04,49.98584,50.07812,PASSED,PASSED,PASSED,PASSED,994.4,1355.2,FAIL,
ZJ2404122-001-0032,14.89,3.97,18.9,3.81,18.95,PASS,PASS,5.32,22.03,7.41,22,7.45,10002.5,48.76,10041.42,48.9,31397.17,57.1,31397.17,49.14,49.93425,49.96403,PASSING,PASSED,PASSED,PASSED,1021.4,1325.6,PASS,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0030,14.89,4.2,18.79,3.98,18.76,PASS,PASS,0.92,22.03,7.45,22.01,7.43,10006.25,48.72,10041.42,48.89,31409.5,56.69,31409.5,50.8,50.01801,50.02902,PASSED,PASSED,PASSED,PASSED,982.6,973.6,FAIL,Failed Test Output Voltage 5V,
ZJ2404122-001-0030,14.88,4.18,18.83,4.03,18.79,PASS,PASS,5.3,22.03,7.44,22.01,7.43,10005,48.74,10041.42,48.89,31409.5,31.29,31409.5,48.1,50.011,50.02701,PASSED,PASSED,PASSED,PASSED,1005.4,991,FAIL,Failed TestTempraturePWMFreq,
ZJ2404122-001-0030,14.89,4.17,18.86,4.04,18.8,PASS,PASS,5.31,22.02,7.43,22.01,7.44,10006.25,48.73,10041.42,48.9,31409.5,57.09,31409.5,48.29,49.95504,49.96103,PASSED,PASSED,PASSED,PASSED,1000,987.2,PASS,
ZJ2404122-001-0028,14.9,3.99,18.71,3.73,18.91,PASS,PASS,5.32,22.05,7.42,21.99,7.45,10001.25,48.72,10041.42,48.91,31311.15,57.89,31311.15,49.12,50.1002,49.97005,PASSED,PASSED,PASSED,PASSED,1005.6,998.6,PASS,
ZJ2404122-001-0021,14.89,4.06,18.66,3.97,18.86,PASS,PASS,5.37,22.03,7.42,21.99,7.45,10001.25,48.71,10041.42,48.9,31434.18,57.45,31421.84,47.41,49.97401,49.999,PASSED,PASSED,PASSED,PASSED,996,1344,PASS,
